abmi_site,year,scientific_name,taxonomic_resolution,common_name,scientific_name_clean,latitude,longitude
1024,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.639076,-111.22509
1024,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.639076,-111.22509
1024,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.639076,-111.22509
1024,2011,Platygyrium repens,Species,Flat-brocade Moss,Platygyrium repens,53.639076,-111.22509
1024,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.639076,-111.22509
1024,2011,Haplocladium microphyllum,Species,Tinyleaf Small Plume Moss,Haplocladium microphyllum,53.639076,-111.22509
1024,2011,Haplocladium microphyllum,Species,Tinyleaf Small Plume Moss,Haplocladium microphyllum,53.639076,-111.22509
1024,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.639076,-111.22509
1024,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.639076,-111.22509
1024,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.639076,-111.22509
1024,2011,Haplocladium microphyllum,Species,Tinyleaf Small Plume Moss,Haplocladium microphyllum,53.639076,-111.22509
1026,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.581261,-110.593414
1026,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.581261,-110.593414
1026,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.581261,-110.593414
1026,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.581261,-110.593414
1026,2017,Bryum lanatum,Species,VNA,Bryum lanatum,53.581261,-110.593414
1026,2017,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,53.581261,-110.593414
1026,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.581261,-110.593414
1026,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.581261,-110.593414
1026,2017,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,53.581261,-110.593414
1026,2017,Gemmabryum caespiticium,Species,VNA,Gemmabryum caespiticium,53.581261,-110.593414
1026,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.581261,-110.593414
1026,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.581261,-110.593414
1026,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.581261,-110.593414
1026,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.581261,-110.593414
1026,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.581261,-110.593414
1026,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.581261,-110.593414
1027,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.544392,-110.263603
1027,2017,Trichodon cylindricus,Species,Narrow-fruited Fork Moss,Trichodon cylindricus,53.544392,-110.263603
1027,2017,Trichodon cylindricus,Species,Narrow-fruited Fork Moss,Trichodon cylindricus,53.544392,-110.263603
1027,2017,Tortula acaulon,Species,Horned-leaved Earth Moss,Tortula acaulon,53.544392,-110.263603
1027,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.544392,-110.263603
1027,2017,Tortula acaulon,Species,Horned-leaved Earth Moss,Tortula acaulon,53.544392,-110.263603
1027,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.544392,-110.263603
1027,2017,Tortula acaulon,Species,Horned-leaved Earth Moss,Tortula acaulon,53.544392,-110.263603
1027,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.544392,-110.263603
1027,2017,Bryum lanatum,Species,VNA,Bryum lanatum,53.544392,-110.263603
1027,2017,Trichodon cylindricus,Species,Narrow-fruited Fork Moss,Trichodon cylindricus,53.544392,-110.263603
1027,2017,Bryum argenteum,Species,VNA,Bryum argenteum,53.544392,-110.263603
1027,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.544392,-110.263603
1027,2017,Barbula unguiculata,Species,Bird's Claw Beard Moss,Barbula unguiculata,53.544392,-110.263603
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1028,2018,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.460358,-110.053764
1050,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.734978,-113.59774
1050,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.734978,-113.59774
1050,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.734978,-113.59774
1050,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.734978,-113.59774
1051,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.680462,-113.307594
1051,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.680462,-113.307594
1051,2011,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.680462,-113.307594
1051,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.680462,-113.307594
1051,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.680462,-113.307594
1051,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.680462,-113.307594
1051,2011,Sanionia uncinata,Species,Sickle-leaved Hook-moss,Sanionia uncinata,53.680462,-113.307594
1051,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.680462,-113.307594
1051,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.680462,-113.307594
1051,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.680462,-113.307594
1051,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.680462,-113.307594
1051,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.680462,-113.307594
1051,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.680462,-113.307594
1051,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.680462,-113.307594
1051,2011,Leptobryum pyriforme,Species,Golden Thread-moss,Leptobryum pyriforme,53.680462,-113.307594
1051,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.680462,-113.307594
1051,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.680462,-113.307594
1051,2011,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.680462,-113.307594
1051,2011,Polytrichum juniperinum,Species,Juniper Haircap Moss,Polytrichum juniperinum,53.680462,-113.307594
1051,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.680462,-113.307594
1051,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.680462,-113.307594
1051,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.680462,-113.307594
1051,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.680462,-113.307594
1051,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.680462,-113.307594
1051,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.680462,-113.307594
1051,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.680462,-113.307594
1052,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.667416,-113.022034
1052,2011,Leskea polycarpa,Species,VNA,Leskea polycarpa,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.667416,-113.022034
1052,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Orthotrichum elegans,Species,VNA,Orthotrichum elegans,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Leskea polycarpa,Species,VNA,Leskea polycarpa,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.667416,-113.022034
1052,2011,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Plagiomnium cuspidatum,Species,Woodsy Thyme-moss,Plagiomnium cuspidatum,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Orthotrichum elegans,Species,VNA,Orthotrichum elegans,53.667416,-113.022034
1052,2011,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.667416,-113.022034
1052,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.667416,-113.022034
1052,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.667416,-113.022034
1056,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.557827,-111.814735
1056,2011,Tortula acaulon,Species,Horned-leaved Earth Moss,Tortula acaulon,53.557827,-111.814735
1056,2011,Tortula acaulon,Species,Horned-leaved Earth Moss,Tortula acaulon,53.557827,-111.814735
1056,2011,Tortula acaulon,Species,Horned-leaved Earth Moss,Tortula acaulon,53.557827,-111.814735
1057,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.477196,-111.518913
1057,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.477196,-111.518913
1057,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.477196,-111.518913
1057,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.477196,-111.518913
1057,2011,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.477196,-111.518913
1057,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.477196,-111.518913
1057,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.477196,-111.518913
1057,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.477196,-111.518913
1057,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.477196,-111.518913
1057,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.477196,-111.518913
1057,2011,Campyliadelphus chrysophyllus,Species,Golden Feather-moss,Campyliadelphus chrysophyllus,53.477196,-111.518913
1057,2011,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.477196,-111.518913
1058,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.439003,-111.241508
1058,2011,Tortula acaulon,Species,Horned-leaved Earth Moss,Tortula acaulon,53.439003,-111.241508
1058,2011,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.439003,-111.241508
1058,2011,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.439003,-111.241508
1058,2011,Abietinella abietina,Species,VNA,Abietinella abietina,53.439003,-111.241508
1059,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.442837,-110.965874
1059,2017,Bryum lanatum,Species,VNA,Bryum lanatum,53.442837,-110.965874
1059,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.442837,-110.965874
1059,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.442837,-110.965874
1059,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.442837,-110.965874
1059,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.442837,-110.965874
1059,2017,Polytrichum juniperinum,Species,Juniper Haircap Moss,Polytrichum juniperinum,53.442837,-110.965874
1060,2017,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.388893,-110.70417
1060,2017,Campylophyllum hispidulum,Species,Bristly Bentleaf Moss,Campylophyllum hispidulum,53.388893,-110.70417
1061,2017,Drepanocladus polygamus,Species,Fertile Feather-moss,Drepanocladus polygamus,53.320686,-110.372124
1061,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.320686,-110.372124
1061,2017,Leptobryum pyriforme,Species,Golden Thread-moss,Leptobryum pyriforme,53.320686,-110.372124
1061,2017,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.320686,-110.372124
1061,2017,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.320686,-110.372124
1061,2017,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.320686,-110.372124
1061,2017,Leptobryum pyriforme,Species,Golden Thread-moss,Leptobryum pyriforme,53.320686,-110.372124
1061,2017,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.320686,-110.372124
1061,2017,Ptychostomum pseudotriquetrum,Species,VNA,Ptychostomum pseudotriquetrum,53.320686,-110.372124
1061,2017,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.320686,-110.372124
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.289909,-110.139183
1062,2018,Leptobryum pyriforme,Species,Golden Thread-moss,Leptobryum pyriforme,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1062,2018,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.289909,-110.139183
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Sphagnum magellanicum,Species,Shore-growing Peat Moss,Sphagnum magellanicum,53.71125,-114.873329
1079,2013,Straminergon stramineum,Species,Straw Spear-moss,Straminergon stramineum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Sphagnum angustifolium,Species,Acute-leaved Peat-moss,Sphagnum angustifolium,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Sphagnum magellanicum,Species,Shore-growing Peat Moss,Sphagnum magellanicum,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Sphagnum angustifolium,Species,Acute-leaved Peat-moss,Sphagnum angustifolium,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.71125,-114.873329
1079,2013,Mylia anomala,Species,Anomalous Flapwort,Mylia anomala,53.71125,-114.873329
1079,2013,Sphagnum angustifolium,Species,Acute-leaved Peat-moss,Sphagnum angustifolium,53.71125,-114.873329
1079,2013,Sphagnum angustifolium,Species,Acute-leaved Peat-moss,Sphagnum angustifolium,53.71125,-114.873329
1079,2013,Campylophyllum hispidulum,Species,Bristly Bentleaf Moss,Campylophyllum hispidulum,53.71125,-114.873329
1079,2013,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.71125,-114.873329
1079,2013,Lophocolea heterophylla,Species,Variable-leaved Crestwort,Lophocolea heterophylla,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Plagiothecium laetum,Species,Bright Silk-moss,Plagiothecium laetum,53.71125,-114.873329
1079,2013,Straminergon stramineum,Species,Straw Spear-moss,Straminergon stramineum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Plagiomnium ellipticum,Species,Marsh Thyme-moss,Plagiomnium ellipticum,53.71125,-114.873329
1079,2013,Sphagnum teres,Species,Rigid Bog-moss,Sphagnum teres,53.71125,-114.873329
1079,2013,Straminergon stramineum,Species,Straw Spear-moss,Straminergon stramineum,53.71125,-114.873329
1079,2013,Sphagnum squarrosum,Species,Thin-leafed Peat Moss,Sphagnum squarrosum,53.71125,-114.873329
1079,2013,Straminergon stramineum,Species,Straw Spear-moss,Straminergon stramineum,53.71125,-114.873329
1079,2013,Plagiomnium ellipticum,Species,Marsh Thyme-moss,Plagiomnium ellipticum,53.71125,-114.873329
1079,2013,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.71125,-114.873329
1079,2013,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.71125,-114.873329
1079,2013,Sphagnum teres,Species,Rigid Bog-moss,Sphagnum teres,53.71125,-114.873329
1079,2013,Helodium blandowii,Species,Blandow's Helodium Moss,Helodium blandowii,53.71125,-114.873329
1079,2013,Lophocolea heterophylla,Species,Variable-leaved Crestwort,Lophocolea heterophylla,53.71125,-114.873329
1079,2013,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.71125,-114.873329
1079,2013,Campylium stellatum,Species,Hispid Campylium Moss,Campylium stellatum,53.71125,-114.873329
1079,2013,Sphagnum squarrosum,Species,Thin-leafed Peat Moss,Sphagnum squarrosum,53.71125,-114.873329
1079,2013,Lophocolea heterophylla,Species,Variable-leaved Crestwort,Lophocolea heterophylla,53.71125,-114.873329
1079,2013,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Straminergon stramineum,Species,Straw Spear-moss,Straminergon stramineum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Straminergon stramineum,Species,Straw Spear-moss,Straminergon stramineum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Sphagnum riparium,Species,Wide-tongued Peat Moss,Sphagnum riparium,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Straminergon stramineum,Species,Straw Spear-moss,Straminergon stramineum,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.71125,-114.873329
1079,2013,Sphagnum magellanicum,Species,Shore-growing Peat Moss,Sphagnum magellanicum,53.71125,-114.873329
1079,2013,Polytrichum strictum,Species,Strict Haircap,Polytrichum strictum,53.71125,-114.873329
1079,2013,Sphagnum angustifolium,Species,Acute-leaved Peat-moss,Sphagnum angustifolium,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Aulacomnium palustre,Species,Bog Bead Moss,Aulacomnium palustre,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,53.71125,-114.873329
1079,2013,Sphagnum fuscum,Species,Girgensohn's moss,Sphagnum fuscum,53.71125,-114.873329
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.58836,-113.994789
1082,2021,Haplocladium microphyllum,Species,Tinyleaf Small Plume Moss,Haplocladium microphyllum,53.58836,-113.994789
1082,2021,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.58836,-113.994789
1082,2021,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.58836,-113.994789
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.58836,-113.994789
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Orthotrichum obtusifolium,Species,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,53.58836,-113.994789
1082,2021,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.58836,-113.994789
1082,2021,Pylaisia polyantha,Species,Many-flowered Leskea,Pylaisia polyantha,53.58836,-113.994789
1082,2021,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.58836,-113.994789
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Hygroamblystegium varium spp. varium var. humile,Species,Leptodictyum Moss,Hygroamblystegium varium spp. varium var. humile,53.58836,-113.994789
1082,2021,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.58836,-113.994789
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Drepanocladus sordidus,Species,VNA,Drepanocladus sordidus,53.58836,-113.994789
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Abietinella abietina,Species,VNA,Abietinella abietina,53.58836,-113.994789
1082,2021,Amblystegium serpens,Species,Creeping Feather-Moss,Amblystegium serpens,53.58836,-113.994789
1082,2021,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.58836,-113.994789
1082,2021,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,53.58836,-113.994789
1082,2021,Drepanocladus sordidus,Species,VNA,Drepanocladus sordidus,53.58836,-113.994789
1082,2021,Hygroamblystegium varium,Species,Willow Feather-moss,Hygroamblystegium varium,53.58836,-113.994789
1082,2021,Drepanocladus sordidus,Species,VNA,Drepanocladus sordidus,53.58836,-113.994789
1082,2021,Campyliadelphus chrysophyllus,Species,Golden Feather-moss,Campyliadelphus chrysophyllus,53.58836,-113.994789
1082,2021,Campyliadelphus chrysophyllus,Species,Golden Feather-moss,Campyliadelphus chrysophyllus,53.58836,-113.994789
1082,2021,Pohlia wahlenbergii,Species,VNA,Pohlia wahlenbergii,53.58836,-113.994789
1082,2021,Drepanocladus sordidus,Species,VNA,Drepanocladus sordidus,53.58836,-113.994789
1082,2021,Drepanocladus aduncus,Species,Knieff's Hook-moss,Drepanocladus aduncus,53.58836,-113.994789
1082,2021,Campylium stellatum,Species,Hispid Campylium Moss,Campylium stellatum,53.58836,-113.994789
1082,2021,Drepanocladus sordidus,Species,VNA,Drepanocladus sordidus,53.58836,-113.994789
